Player Name,Team Name,League,Nationality,Country ,Age,Height,Pos,GP,EFF,MPG,PPG,RPG,ORB,DRB,APG,BPG,SPG,PF,FTA,FTM,FT%,2PA,2PM,2P%,3PA,3PM,3P%,TO,TYPE
Fernandes Gabriel,Cearense,NBB,Brazilian,Brazil,27,193,G,24,"1,7","11,3","3,4","1,1","0,2","0,9","0,4",0,"0,2","1,5","0,9","0,6","66,7","0,6","0,3",50,"1,9","0,8","42,1","0,3",
Patricio Alexei,Blumenau,CBB,Brazilian,Brazil,27,193,G,7,"5,6","22,6","8,3","5,4","1,6","3,9",2,0,"0,9","2,6","2,7","1,9","70,4","6,1",3,"49,2","2,6","0,1","3,8","1,7",
Campos Lucas,Brusque,CBB,Brazilian,Brazil,27,190,PG,5,"12,4","35,4","18,8","4,4","0,6","3,8","2,8","0,2","1,2","2,2",4,"3,4",85,"9,2","4,4","47,8","6,2","2,2","35,5","3,2",
De Souza Michel,Pato,NBB,Brazilian,Brazil,27,190,G,38,"5,6","23,3","7,2","2,4","0,7","1,8","2,5","0,1","1,3","2,3","0,9","0,6","66,7","2,2",1,"45,5","4,7","1,6",34,"1,5",
Bueno Cassiano,Cearense,NBB,Brazilian,Brazil,27,189,PG,39,"8,8","23,1","8,7","3,5","0,4",3,3,0,"0,9","2,1","2,4","1,9","79,2","4,1","2,2","53,7","2,4","0,8","33,3","2,5",
Santos Guilherme,Cerrado,NBB,Brazilian,Brazil,27,189,PG,36,"9,6","28,1","11,6","4,1","1,3","2,8","2,1","0,1","0,9","2,5","3,7","2,6","70,3","6,8","3,2","47,1","2,9","0,9",31,"1,7",
Armani Juliano,Sao Caetano,Paulista A2,Brazilian,Brazil,27,185,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Oliveira Philipe,Famalicense,1.Divisao,Brazilian,Portugal,27,200,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sacco Gemadinha,Bauru,NBB,Brazilian,Brazil,27,183,G,38,"7,1","24,6","8,8","2,3","0,4","1,9","2,5",0,"0,9","2,4","1,6","1,3","81,3","2,9","1,2","41,4","4,8","1,7","35,4",1,
Santos Mateus,Rio Maior,EYBL U16,Brazilian,Portugal,27,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lacerda Lucas,Mogi,NBB,Brazilian,Brazil,27,180,PG,37,"12,7","29,8","13,5","2,4","0,6","1,8","4,8","0,1",1,"2,1","3,6","2,8","77,8","5,7","2,7","47,4","5,4","1,8","33,3","1,6",
Sena Wesley,Caxias do Sul,NBB,Brazilian,Brazil,28,210,C,26,"6,7","22,7","11,7","3,4","1,1","2,3",1,"0,4","0,3","2,2","2,9","1,8","62,1","8,5",4,"47,1","1,6","0,6","37,5","1,8",
Ferreira Gabriel,Botafogo,NBB,Brazilian,Brazil,28,208,F/C,35,"3,2","17,3","3,1","3,4","1,3","2,1","1,4","0,2","0,7","3,3","1,3","0,6","46,2","3,1","1,3","41,9","0,1",0,0,1,
Bispo Leonardo,Blumenau,CBB,Brazilian,Brazil,28,206,F/C,7,"6,1","29,6","10,7",3,"0,7","2,3","0,9","0,7","0,4","2,4","0,4","0,1",25,"5,9","3,6",61,"4,4","1,1",25,"1,3",
Sousa Pedro,Vitoria,CBB,Brazilian,Brazil,28,205,C/F,6,"3,3","26,5","10,5","4,2","1,2",3,"1,2","0,5","0,5","2,7",2,1,50,"7,7",3,39,"2,8","1,2","42,9",3,
Roque Marcelo,Vitoria,CBB,Brazilian,Brazil,28,204,PF,6,"6,8","21,7","7,8","3,8",1,"2,8","1,2","0,3","0,8","1,5","1,2","0,8","66,7","4,5",3,"66,7","2,7","0,3","11,1","1,3",
Santana Matheus,Akademija FMP,Prva Liga,Brazilian,North Macedonia,28,204,PF,23,"9,1",25,"7,8","6,6","2,4","4,2","0,5","0,4","0,7","3,5","2,6","1,9","73,1","5,9","2,7","45,8","0,4","0,2",50,"1,3",
Da Silva Tulio,Cantabria,LEB Gold,Brazilian,Spain,28,203,F,7,"8,4","22,7","8,4","4,4","1,1","3,3","0,6",0,"0,9","1,9","2,7","1,6","59,3","5,1",3,"58,8","1,1","0,3","27,3","1,6",
Camilo Paulo,Aschaffenburg,Regionalliga,Brazilian,Germany,28,201,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Almeida Anderson,Pato,NBB,Brazilian,Brazil,28,200,F,15,"2,1","6,5","2,8",2,"1,1","0,9","0,1",0,"0,1","0,7","0,7","0,3","42,9","2,5","1,1",44,"0,2","0,1",50,"0,3",
Jacon Leonardo,Sorocabana,CBB,Brazilian,Brazil,28,199,SF,2,"0,5","18,5","1,5",2,0,2,1,1,1,2,0,0,0,0,0,0,"2,5","0,5",20,2,
Alves Wesley,Caxias do Sul,NBB,Brazilian,Brazil,28,198,SF,33,"3,8",24,"7,8","2,8","1,2","1,6","1,3","0,2","0,7","2,1","1,7","1,2","70,6","4,4","1,9","43,2","3,6",1,"27,8","1,5",
de Paula Georginho,Ulm,BBL,Brazilian,Germany,28,197,PG,29,"10,1","24,7",10,"2,9","0,8","2,2","3,9","0,3","0,9","1,6","3,5","2,8",80,"3,1","1,8","58,1","3,2","1,2","37,5","2,3",
Salsamendi Fernando,Cearense,NBB,Brazilian,Brazil,28,194,G/F,17,"4,7","16,5","4,6","1,9","0,7","1,2",1,"0,2","0,9","1,8","0,6","0,3",50,"2,6","1,7","65,4",1,"0,3",30,"0,9",
Pedreira Victor,Vitoria,CBB,Brazilian,Brazil,28,191,G,6,"6,5","31,3","16,7","6,5","3,2","3,3","3,3","0,2",2,"4,3","8,8","4,8","54,5",11,"5,2","47,3","3,3","0,5","15,2","4,7",
Servelin Gabriel,Pato,NBB,Brazilian,Brazil,28,191,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Demetrio Joao,Praia,CBB,Brazilian,Brazil,29,208,F/C,6,"7,8","20,8","9,3",5,"1,8","3,2","0,8","1,5",0,"2,3","2,5",2,80,"7,5","3,7","49,3","0,2",0,0,2,
Dias Lucas,Sesi Franca,NBB,Brazilian,Brazil,29,208,C,38,"20,1","31,5","19,3","6,4","1,7","4,7","2,8","0,6","1,1","1,9","3,3","2,6","78,8","7,8","4,7","60,3","6,3","2,4","38,1","1,9",
Gusmao Romulo,Cruzeiro,CBB,Brazilian,Brazil,29,208,C,5,"4,6",18,"5,4","3,4","1,8","1,6","0,8","0,4","0,6","2,2","1,6",1,"62,5","4,2","2,2","52,4","0,6",0,0,1,
Martin Pedro,Moraleja,EBA,Brazilian,Spain,29,208,F/C,18,"7,9","20,6","6,9","1,7","0,7","1,1","3,2","0,1","0,7","2,1","1,3","1,2","92,3","3,1","1,6","51,6","2,9","0,8","27,6","1,2",
Iglesias Jorge,Joacaba Basquete,Catarinense State,Brazilian,Brazil,29,206,PF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Caboclo Bruno,Partizan,KLS,Brazilian,Serbia,29,206,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sommer Eduardo,Pato,NBB,Brazilian,Brazil,29,205,PF,37,"9,9","28,2","10,4",5,"1,7","3,2","1,5","0,3","0,5","3,3","2,7","1,6","59,3","5,3","3,2","60,4","2,5","0,8",32,"1,3",
Alves Icaro,Vitoria,CBB,Brazilian,Brazil,29,204,PF,5,"-1,8",12,"2,4","1,6","0,8","0,8","0,2",0,0,"1,8","2,4","1,2",50,"2,4","0,6",25,0,0,0,"1,2",
Lesme Diego,Torre,1Div,Brazilian,Spain,29,203,F,13,"3,1","9,1","1,9","1,8","0,3","1,5","0,8","0,4","0,2","0,7","1,3","0,5","38,5","1,5","0,7","46,7","0,2",0,0,"0,4",
Juliatto Vithor,Poggibonsi,Serie D,Brazilian,Italy,29,202,PF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conceicao Fabio,Tatui/AABT,CBB,Brazilian,Brazil,29,200,F,3,"0,7","12,3",2,2,"0,3","1,7","0,3","0,7",0,2,"0,7",0,0,2,1,50,0,0,0,"0,3",
Ferreira Wesley,Sesi Franca,NBB,Brazilian,Brazil,29,200,PF,38,"8,9","17,9","8,7","3,8","1,4","2,3","1,2","0,7","0,6","2,2","2,8","2,1",75,"3,8","2,4","63,2","1,8","0,6","33,3","1,2",
Soares Elivelton,Sorocabana,CBB,Brazilian,Brazil,29,200,PF,8,"-1,6","14,6","2,4","1,9","0,5","1,4","0,4","0,1","0,3","2,4","0,8","0,5","62,5","1,9","0,8","42,1","1,1","0,1","9,1","1,5",
Silva Humberto,Vasco da Gama,NBB,Brazilian,Brazil,29,196,G,35,"6,5","29,2",7,"3,9","0,8","3,1","2,7","0,3","1,2","2,3","1,7",1,"58,8","3,3","1,4","42,4","3,7","1,1","29,7","1,5",
Ruiz Gustavo,Santos,CBB,Brazilian,Brazil,29,190,SG,8,10,"30,8","10,6","3,1","0,4","2,8","5,3","0,1","0,6","1,8","3,1","1,9","61,3","4,6","2,5","54,3","3,9","1,3","33,3","1,9",
Farina Lucas,Blumenau,CBB,Brazilian,Brazil,29,186,PG,7,"9,4","27,4","12,4","3,7","1,3","2,4","2,3",0,"0,9","1,3","3,3","2,6","78,8","6,9",3,"43,5","3,6","1,3","36,1","1,1",
Alves Alef,Cruzeiro,CBB,Brazilian,Brazil,29,185,G,1,9,19,3,5,0,5,4,0,1,1,2,1,50,1,1,100,2,0,0,1,
Borges Alexey,Crailsheim,BBL,Brazilian,Germany,29,185,PG,5,"8,8","23,6","10,6","2,2","0,4","1,8","5,2",0,1,"2,2",2,"1,4",70,"5,6","3,4","60,7","2,4","0,8","33,3","3,6",
Lersch Vithor,UniFacisa,NBB,Brazilian,Brazil,29,184,PG,39,"6,2","18,6","4,2","2,3","0,4","1,9","3,9","0,1","0,9","1,9","0,7","0,5","71,4","1,9","0,8","42,1","1,7","0,6","35,3","1,5",
Matine Rafael,Tatui/AABT,CBB,Brazilian,Brazil,29,182,G,6,"0,8","10,3","2,7","1,7","0,5","1,2","0,7",0,"0,2",1,"1,3","0,7","53,8",0,0,0,"2,2","0,7","31,8",1,
Moreira Lucas Henrique,Brusque,CBB,Brazilian,Brazil,29,181,PG,3,"-0,3","4,7",0,"0,7",0,"0,7","0,3",0,"0,3",1,0,0,0,0,0,0,"0,3",0,0,"0,3",
Santos Guilherme,Academico FC,1.Divisao,Brazilian,Portugal,29,196,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lessa Guilherme,Mogi,NBB,Brazilian,Brazil,29,178,PG,37,"10,1","30,4","10,5","3,1","0,7","2,4","3,5","0,1","1,3","2,1","2,3","1,7","73,9","4,4",2,"45,5","4,2","1,6","38,1","2,2",
Ribeiro Renato,Farense,1.Divisao,Brazilian,Portugal,29,190,PF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Braga Felipe,Reze,NM2,Brazilian,France,30,213,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Avelino Igor,Sao Caetano,Paulista A2,Brazilian,Brazil,30,203,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ferreira Antonio,UniFacisa,NBB,Brazilian,Brazil,30,200,SF,32,"7,2","19,3","8,1","3,2","1,2",2,"1,5","0,2","0,6","1,8","2,4","1,7","70,8","3,9",2,"51,3","2,6","0,8","30,8","0,8",
Silva Matheus,Ponta Grossa,Parana,Brazilian,Brazil,30,200,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Frias Rafael,Santos,CBB,Brazilian,Brazil,30,196,F,7,8,"20,4",8,2,"0,7","1,3","1,1","0,3","1,4","1,7","2,1","1,9","90,5","1,3","1,1","84,6","3,7","1,3","35,1","0,3",
Da Costa Paulo,Brasilia,NBB,Brazilian,Brazil,30,193,G,34,"13,7","34,9","14,7","5,7","1,2","4,5","1,5","0,5","1,3",2,"2,3","1,8","78,3","5,5",3,"54,5","6,4","2,3","35,9","1,9",
Fuzaro Danilo,Minas,NBB,Brazilian,Brazil,30,193,G,38,"10,2","23,6","9,6",3,"0,5","2,5","2,6","0,3","0,9","2,3",3,"2,2","73,3","3,9","2,5","64,1","2,1","0,8","38,1","1,6",
Italo Rodrigo,Santos,CBB,Brazilian,Brazil,30,193,G,7,"3,4","23,3","6,6","3,4","0,6","2,9","2,6","0,4","1,4",4,"2,4","1,6","66,7","4,1","1,9","46,3","1,7","0,4","23,5","2,4",
Rosa Lucas,Sorocabana,CBB,Brazilian,Brazil,30,193,G,8,"2,8","25,3","2,5","3,6","0,8","2,9","1,3","0,1","0,9","1,9","0,4","0,4",100,"1,8","0,5","27,8","2,1","0,4",19,"0,6",
Mendes Andre,Brusque,CBB,Brazilian,Brazil,30,192,SG,6,"13,7","36,5","15,2","8,3","1,8","6,5","2,8","0,5",2,"2,7","7,3","6,3","86,3","8,2","2,7","32,9","5,2","1,2","23,1","1,5",
Nascimento Nathanael,Londrina,Parana,Brazilian,Brazil,30,188,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ramos Deryk,Brasilia,NBB,Brazilian,Brazil,30,185,G,36,"5,3","19,8","5,8","2,5","0,8","1,7","2,3",0,"0,6","1,7","0,8","0,6",75,"5,3","2,4","45,3","0,7","0,1","14,3","1,1",
Vasconcelos Arthur,Vitoria,CBB,Brazilian,Brazil,30,185,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pecos Arthur,Pato,NBB,Brazilian,Brazil,30,180,PG,34,"7,9","19,6","6,7","4,1","1,2","2,8","3,3",0,"0,4","1,3","1,4","0,9","64,3","4,5","1,9","42,2","2,5","0,6",24,"1,1",
Carneiro Wilson,Ponta Grossa,Parana,Brazilian,Brazil,30,175,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gallina Joao,Galomar,Liga Betclic,Brazilian,Portugal,30,192,SF,22,"1,1","12,3","1,7","1,6","0,4","1,2","0,5",0,"0,4","1,6","0,5","0,3",60,1,"0,4",40,"0,8","0,2",25,"0,7",
Silva Luiz,Estoril,1.Divisao,Brazilian,Portugal,30,184,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tavares Maique,Flamengo,NBB,Brazilian,Brazil,31,210,C,31,"8,3","16,8","7,7",4,"1,5","2,5","0,6","0,5","0,5","2,2","0,8","0,7","87,5","2,8",2,"71,4","2,6",1,"38,5","0,6",
Barbosa Germerson,Minas,NBB,Brazilian,Brazil,31,205,SF,33,"2,9","16,8","5,8",3,1,2,"0,7",0,"0,2","2,6","1,2","0,8","66,7","2,5","1,2",48,"2,6","0,8","30,8","1,1",
Oliveira Tom,Osasco,CBB,Brazilian,Brazil,31,204,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
De Oliveira Gabriel,Santos,CBB,Brazilian,Brazil,31,202,G,8,10,"30,1","12,8",4,"0,5","3,5","2,3","0,4","0,6","2,9","3,4","2,9","85,3",3,"1,8",60,"5,5","2,1","38,2","1,9",
Oliveira Rafa,Caxias do Sul,NBB,Brazilian,Brazil,31,199,SF,32,"8,6","24,4","8,4","4,4","1,5","2,9","1,2","0,2",1,"2,5","1,5","1,1","73,3","4,6","2,8","60,9","2,2","0,6","27,3",1,
Duranti Bruno,Teramo,Serie B Interregionale,Brazilian,Italy,31,197,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lima Luizinho,Santos,CBB,Brazilian,Brazil,31,196,SF,4,"5,5",20,"3,5",3,"1,5","1,5","2,5","0,3","1,3",1,"1,8","0,3","16,7","2,5","1,3",52,"0,8","0,3","37,5","0,8",
Scaglia Gustavo,Praia,CBB,Brazilian,Brazil,31,193,G,2,16,"30,5",11,7,"1,5","5,5","6,5","0,5",1,"1,5",2,2,100,5,3,60,5,1,20,"2,5",
Viana Bruno,Santos,CBB,Brazilian,Brazil,31,191,PG,4,"6,8",22,"7,3","4,5",1,"3,5","1,8",0,"0,5","2,3","2,3","1,8","78,3","4,3",2,"46,5","1,3","0,5","38,5","1,5",
Muller Luiz,Vitoria,CBB,Brazilian,Brazil,31,190,G,4,"10,5",32,16,"3,8",1,"2,8",2,0,"0,5","2,8",4,"3,5","87,5","4,8","1,8","37,5","6,5",3,"46,2","1,5",
Vieira Patrick,Botafogo,NBB,Brazilian,Brazil,31,186,PG,28,6,"20,1","7,7","2,4","0,5","1,9","1,5","0,2","0,9","1,8","1,9","1,2","63,2","3,5","1,9","54,3",3,"0,9",30,"1,4",
Coelho Henrique,Sao Paulo,NBB,Brazilian,Brazil,31,184,PG,30,"8,6","21,8","9,1",3,1,2,"2,6",0,1,"2,9","1,7","1,2","70,6","3,7","2,6","70,3","3,1","0,9",29,"1,3",
Felicio Cristiano,Granada,Liga Endesa,Brazilian,Spain,32,210,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
dos Santos Arquidally,Brusque,CBB,Brazilian,Brazil,32,205,C,6,"1,5","16,8","3,2",2,"0,8","1,2","0,2","0,3","0,2","2,3","1,3","1,2","92,3",2,1,50,"0,2",0,0,"0,7",
Paranhos Alexandre,Minas,NBB,Brazilian,Brazil,32,204,F,36,"13,6","23,3","12,1","7,5","2,2","5,4",1,"0,3","0,7","2,4","3,9","2,4","61,5","8,3","4,8","57,8","0,1",0,0,"1,8",
Pereira Dida,Santos,CBB,Brazilian,Brazil,32,202,C/F,8,"13,8","31,1","15,4","6,9","2,9",4,"1,5","0,1",1,"2,9","6,5","4,8","73,8","8,6","4,8","55,8","1,1","0,4","36,4","1,6",
Vezaro Felipe,Minas,NBB,Brazilian,Brazil,32,192,G,38,"8,2",22,"8,2",3,"0,9","2,1","1,4","0,1","0,6","1,7","0,9","0,8","88,9","1,6","0,9","56,3","3,7","1,8","48,6","0,9",
Luz Rafael,Andorra,Liga Endesa,Brazilian,Spain,32,187,PG,26,"17,6","30,8","13,2","10,7","3,6","7,2","2,1","1,3","0,5","3,3","4,3","2,6","60,5","8,8","4,7","53,4","1,5","0,4","26,7","3,2",
Neto Raul,Fenerbahce,BSL,Brazilian,Turkey,32,185,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rossetto David,Cerrado,NBB,Brazilian,Brazil,32,184,PG,36,"9,2","28,5","9,9","3,3","0,9","2,4",4,"0,1","1,1","2,3","2,4","1,7","70,8","3,6","1,5","41,7","4,8","1,7","35,4",2,
dos Santos Robinho,Pinda,CBB,Brazilian,Brazil,32,183,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lima Augusto,Unicaja,Liga Endesa,Brazilian,Spain,33,210,C,27,8,22,"5,4","2,3","0,5","1,8","4,1",0,"1,3","2,3","1,4","1,1","78,6","2,8","1,4",50,"1,7","0,5","29,4","1,7",
Santo Gerson,UniFacisa,NBB,Brazilian,Brazil,33,206,F/C,3,5,13,"4,3",3,"1,3","1,7",0,"0,7","0,3",1,1,"0,3",30,"2,7",2,"74,1",0,0,0,"2,3",
Soares Pedro,Vitoria,CBB,Brazilian,Brazil,33,200,SF,4,"8,3","29,5",6,"7,8","1,3","6,5",3,"0,5","0,8",3,"3,3","1,5","45,5","3,5","1,5","42,9","1,8","0,5","27,8","1,8",
Basilio Luiz,Vasco da Gama,NBB,Brazilian,Brazil,33,193,G,33,4,25,"4,8","2,6","0,6",2,"1,7",0,"0,8",2,1,"0,9",90,"1,5","0,5","33,3","3,5",1,"28,6","0,6",
Pereira Gui,Flamengo,NBB,Brazilian,Brazil,33,192,G,38,"11,3","27,8","12,1",3,"0,6","2,4","2,4","0,2","1,2","1,7","1,3","1,1","84,6","3,7","2,2","59,5","5,4","2,2","40,7","1,5",
Borges Caue,Corinthians,NBB,Brazilian,Brazil,33,187,G,35,"12,6","27,3","13,7","2,7","0,7","2,1","2,3","0,1","0,9","2,1","3,8","3,1","81,6","5,6","3,5","62,5","3,3","1,2","36,4","1,3",
Fischer Ricardo,Sao Paulo,NBB,Brazilian,Brazil,33,183,PG,34,"12,4","28,4","12,6","2,9","0,4","2,5","4,6",0,"0,8","2,3","3,1","2,4","77,4","4,6","2,4","52,2","4,5","1,8",40,"2,3",
Dos Santos Luiz Paulo,Mogi,NBB,Brazilian,Brazil,34,210,F/C,35,"8,5","21,8",8,"5,4","1,6","3,8","1,4","0,2","0,9","3,2","2,5","1,5",60,"5,2","2,7","51,9","0,9","0,4","44,4","1,8",
Lenz Renan,Minas,NBB,Brazilian,Brazil,34,207,F/C,38,"7,9","18,5",8,"3,7","1,2","2,5","0,9","0,6","0,2","1,7","0,8","0,6",75,"2,2","1,4","63,6","4,1","1,5","36,6","0,6",
Silva Diego,Esparreguera,1Div,Brazilian,Spain,34,207,F/C,23,"9,9","27,1","9,3","5,1","1,5","3,7","1,2","0,6","1,3",2,"2,9","1,7","58,6","6,3","2,9",46,"2,3","0,6","26,1","1,6",
Bernardi Arthur,Sao Jose,NBB,Brazilian,Brazil,34,205,F,38,"5,2","16,7","6,4","2,6","0,6","1,9","0,7","0,2","0,4","1,4","1,2","0,9",75,"2,7","1,2","44,4","2,6","1,1","42,3","0,9",
Rodrigues William,Dikrich,Nationale 3,Brazilian,Luxembourg,34,205,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ferreira Fernando,Joacaba Basquete,Catarinense State,Brazilian,Brazil,34,200,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pastor Vinicius,Mogi,NBB,Brazilian,Brazil,34,199,SF,36,"4,9","18,9","5,5","3,3",1,"2,3","0,9","0,1","0,6","2,3","0,8","0,6",75,2,"1,1",55,"2,7","0,9","33,3","0,7",
Goncalves Isaac,Corinthians,NBB,Brazilian,Brazil,34,196,G,38,"3,7","17,5","4,8","2,2","0,5","1,6","0,5",0,"0,4","1,8","0,9","0,8","88,9","1,1","0,6","54,5","2,8",1,"35,7","0,3",
Benite Vitor,Palencia,Liga Endesa,Brazilian,Spain,34,194,SG,30,"7,6","22,8","11,5","2,3","0,4","1,9","1,4",0,"0,3","2,5","2,7","2,2","81,5","4,5","1,9","42,2","5,2","1,9","36,5",1,
Corazza Elio,Corinthians,NBB,Brazilian,Brazil,34,191,PG,37,"14,6",33,"9,6","4,1","0,5","3,6","9,1",0,"1,5","1,4","1,2","0,8","66,7","4,3","1,8","41,9","4,9","1,7","34,7","2,6",
Oliveira Jimmy,Pinheiros,NBB,Brazilian,Brazil,34,190,SG,38,10,"31,7","12,6","4,1","0,9","3,2","1,7",0,"1,1","2,6","1,2",1,"83,3","5,8",3,"51,7","4,7","1,9","40,4","1,5",
Gobor Vinicius,Blumenau,CBB,Brazilian,Brazil,34,185,PG,7,"2,4","18,3","4,6","1,3",0,"1,3","2,9","0,1","0,7","2,7","1,1","0,9","81,8","0,7","0,1","14,3","3,7","1,1","29,7","0,9",
Mathias Thiago,Vasco da Gama,NBB,Brazilian,Brazil,35,208,C,35,"7,2","13,7","7,6","4,5","1,1","3,4","0,4","0,5","0,3","2,9","1,6","1,1","68,8","4,6","3,1","67,4","0,2","0,1",50,"1,7",
Torelly Matias,Caxias do Sul,NBB,Brazilian,Brazil,35,198,F,1,2,4,2,0,0,0,1,0,0,1,0,0,0,1,1,100,0,0,0,0,
Faverani Vitor,Sao Paulo,NBB,Brazilian,Brazil,36,213,C,33,"4,7","12,2",6,"2,4","0,3","2,1","0,6","0,2","0,1","1,4","1,8","1,4","77,8","2,9","1,5","51,7","1,4","0,5","35,7","0,8",
Ansaloni Ralfi,Sao Paulo,NBB,Brazilian,Brazil,36,211,C,39,"12,5","23,6","12,2","6,5","1,1","5,4","1,3","0,3","0,4","2,5","3,4","2,7","79,4","6,2","3,7","59,7","2,7","0,7","25,9","1,5",
Mineiro Rafael,Minas,NBB,Brazilian,Brazil,36,208,F,39,"12,3","25,3","8,9","5,6","1,2","4,4","1,6","0,6","0,8","1,8","1,8","1,1","61,1","3,2",2,"62,5","2,8","1,3","46,4","0,7",
Stabile Rafael,Praia,CBB,Brazilian,Brazil,36,196,SF,6,"11,8",32,"11,3","8,3","1,2","7,2",3,"0,2",1,"3,2","4,2","3,7","88,1","2,7","1,3","48,1","6,5","1,7","26,2","1,5",
Duarte Betinho,Sao Paulo,NBB,Brazilian,Brazil,36,195,SG,32,"6,9","22,7","7,5","3,1","0,7","2,4","1,8","0,2","0,6","2,5","1,9","1,6","84,2","2,8","1,5","53,6","2,9",1,"34,5","1,3",
Freitas Caue,Vasco da Gama,NBB,Brazilian,Brazil,36,192,G,33,"11,8","30,3","6,2","5,2",1,"4,2","5,9","0,4","1,4","3,1","1,1","0,8","72,7",2,1,50,"3,3","1,2","36,4","1,6",
Nunes Douglas,Cearense,NBB,Brazilian,Brazil,37,210,PF,27,13,"26,5","11,4","5,3","1,4","3,9","1,7","0,6","0,5","2,1","3,3","2,7","81,8",5,"3,3",66,"2,3","0,7","30,4","1,3",
Hubner Guilherme,UniFacisa,NBB,Brazilian,Brazil,37,209,C,39,9,"18,7","8,4",5,"1,5","3,4","0,7","0,4","0,4","2,1","1,5","1,1","73,3","4,2","2,9",69,"1,8","0,5","27,8","1,2",
Silva Rodrigo,Brusque,CBB,Brazilian,Brazil,37,207,C,4,"2,3","30,3","4,5","5,3","1,8","3,5",1,1,"0,3","2,5","1,3","0,8","61,5","4,5","1,5","33,3","2,3","0,3",13,"1,3",
Ferreira Fernando,Remeros,LUB,Brazilian,Uruguay,37,205,F,2,"7,5","25,5",12,"4,5","1,5",3,"1,5","0,5",1,3,3,"2,5","83,3","7,5","2,5","33,3","3,5","1,5","42,9","1,5",
